Event_Id,Investigation_Type,Event_Date,Location,Country,Airport_Name,Injury_Severity,Aircraft_Damage,Make,Model,Amateur_Built,Number_Of_Engines,Engine_Type,Purpose_Of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Year,Month,Day_Of_Week,Manufacturer_Incident_Count,Model_Incident_Count,Flight_Purpose_Incident_Count,Weather_Incident_Count
20020917X01914,Accident,1982-01-17,"CEDAR CITY, UT",United States,SWAINS CREEK,Non-Fatal,Substantial,Cessna,180E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982,1,Sunday,22208,8,49394,81600
20020917X01645,Accident,1982-01-17,"TULUKSAK, AK",United States,SWAINS CREEK,Non-Fatal,Substantial,Cessna,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Sunday,22208,389,49394,81600
20020917X01660,Accident,1982-01-17,"CENTERVILLE, AL",United States,SWAINS CREEK,Non-Fatal,Substantial,Bell,206B,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,2.0,VMC,Maneuvering,1982,1,Sunday,2133,524,12856,81600
20020917X02624,Accident,1982-01-18,"ORCHARDS, WA",United States,CLARK COUNTY,Non-Fatal,Destroyed,Beech,C23,No,1.0,Reciprocating,Business,0.0,2.0,2.0,0.0,VMC,Descent,1982,1,Monday,4326,192,4014,81600
20020917X02257,Accident,1982-01-18,"DOWNIEVILLE, CA",United States,CLARK COUNTY,Fatal(1),Destroyed,Cessna,172M,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Monday,22208,798,49394,5962
20020917X01723,Accident,1982-01-18,"BLAIRSVILLE, GA",United States,CLARK COUNTY,Fatal(3),Destroyed,Piper,PA-28-180,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Monday,12020,572,49394,5962
20020917X01999,Accident,1982-01-18,"S.E. OF HOUMA, LA",United States,CLARK COUNTY,Non-Fatal,Substantial,Cessna,180K,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Takeoff,1982,1,Monday,22208,86,4014,81600
20020917X01722,Accident,1982-01-18,"MADISON COUNTY, AL",United States,HUNTSVILLE-MADISON COUNTY,Fatal(4),Substantial,Cessna,210L,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Approach,1982,1,Monday,22208,134,49394,5962
20020917X02476,Accident,1982-01-19,"CEDAR VALE, KS",United States,MILLS RANCH,Fatal(1),Destroyed,Mooney,M20F,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Takeoff,1982,1,Tuesday,1092,161,4014,81600
20020917X02121,Accident,1982-01-19,"STILLWATER, OK",United States,STILLWATER MUNICIPAL,Fatal(2),Destroyed,Beech,G35,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Maneuvering,1982,1,Tuesday,4326,51,49394,5962
20020917X01978,Accident,1982-01-19,"WOLF PT., MT",United States,STILLWATER MUNICIPAL,Fatal(1),Destroyed,Cessna,177B,No,1.0,Reciprocating,Business,1.0,2.0,0.0,0.0,UNK,Cruise,1982,1,Tuesday,22208,160,4014,854
20020917X01908,Accident,1982-01-19,"ROCKPORT, TX",United States,ARANSAS COUNTY AIRPORT,Fatal(3),Destroyed,Grumman,AA5A,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Approach,1982,1,Tuesday,1094,17,49394,5962
20020917X01908,Accident,1982-01-19,"ROCKPORT, TX",United States,ARANSAS COUNTY AIRPORT,Fatal(3),Destroyed,Swearingen,SA226-T(B),No,2.0,Turbo Prop,Executive/corporate,3.0,0.0,0.0,0.0,IMC,Approach,1982,1,Tuesday,150,4,550,5962
20020917X01766,Incident,1982-01-19,"WASHINGTON, DC",United States,ARANSAS COUNTY AIRPORT,Incident,Minor,De Havilland,DHC-6-300,No,2.0,Turbo Prop,Ferry,0.0,0.0,0.0,1.0,IMC,Descent,1982,1,Tuesday,382,25,812,5962
20020917X02490,Accident,1982-01-19,"SOMERSET, PA",United States,SOMERSET COUNTY,Non-Fatal,Substantial,Piper,AEROSTAR 601P,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Takeoff,1982,1,Tuesday,12020,29,550,81600
20020917X02488,Accident,1982-01-19,"ENFIELD, NH",United States,SOMERSET COUNTY,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,1982,1,Tuesday,22208,2367,10596,81600
20020917X02425,Accident,1982-01-19,"TOPEKA, KS",United States,SOMERSET COUNTY,Non-Fatal,Substantial,Cessna,182P,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,1.0,1.0,VMC,Cruise,1982,1,Tuesday,22208,356,794,81600
20020917X02424,Accident,1982-01-19,"URBANDALE, IA",United States,MORNINGSTAR,Non-Fatal,Substantial,Cessna,177RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Climb,1982,1,Tuesday,22208,236,49394,81600
20020917X02296,Accident,1982-01-19,"KINGMAN, AZ",United States,MOJANE,Non-Fatal,Substantial,Beachner,QUICK SILVER,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Climb,1982,1,Tuesday,2,2,49394,81600
20020917X02160,Accident,1982-01-19,"SANTA MONICA, CA",United States,SANTA MONICA,Non-Fatal,Substantial,Cessna,182E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Tuesday,22208,75,49394,81600
20020917X01997,Accident,1982-01-19,"SHREVEPORT, LA",United States,SHREVEPORT REGIONAL,Non-Fatal,Substantial,Cessna,150H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1982,1,Tuesday,22208,245,49394,81600
20020917X01806,Accident,1982-01-19,"NEAR LANSING, MI",United States,SHREVEPORT REGIONAL,Non-Fatal,Substantial,Cessna,340A,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,UNK,Cruise,1982,1,Tuesday,22208,117,4014,854
20020917X01781,Accident,1982-01-19,"GRAND RAPIDS, MI",United States,KENT COUNTY,Non-Fatal,Substantial,Piper,PA-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,1982,1,Tuesday,12020,469,10596,81600
20020917X02397,Accident,1982-01-19,"MIAMI, FL",United States,MIAMI INTL,Non-Fatal,Substantial,Canadair,CL-44D4,No,4.0,Turbo Prop,Unknown,0.0,0.0,0.0,6.0,VMC,Landing,1982,1,Tuesday,62,1,12856,81600
20020917X01628,Accident,1982-01-19,"TUNTUTULIAK, AK",United States,TUNTUTULIAK,Non-Fatal,Substantial,Piper,PA-32,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Takeoff,1982,1,Tuesday,12020,59,12856,81600
20020917X02334,Incident,1982-01-20,"SAN JOSE, CA",United States,SAN JOSE MUNICIPAL,Incident,Minor,Piper,PA-31-350,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Takeoff,1982,1,Wednesday,12020,280,550,81600
20020917X02258,Accident,1982-01-20,"CHERRY VALLEY, CA",United States,SAN JOSE MUNICIPAL,Fatal(2),Destroyed,Beech,58,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Wednesday,4326,252,49394,5962
20020917X02256,Accident,1982-01-20,"ESCONDIDO, CA",United States,SAN JOSE MUNICIPAL,Fatal(3),Destroyed,Cessna,182N,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Descent,1982,1,Wednesday,22208,74,49394,5962
20020917X01751,Accident,1982-01-20,"MCCOMB, MS",United States,MCCOMB-PIKE COUNTY,Fatal(1),Destroyed,Piper,PA-23-250,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Approach,1982,1,Wednesday,12020,311,4014,5962
20020917X02398,Accident,1982-01-20,"ORLANDO, FL",United States,HERNDON,Fatal(1),Substantial,Cessna,210,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Approach,1982,1,Wednesday,22208,260,49394,81600
20020917X01998,Accident,1982-01-20,"MIDLAND, TX",United States,MIDLAND AIRPARK,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Wednesday,22208,2367,10596,81600
20020917X01915,Accident,1982-01-20,"BONDURANT, WY",United States,MIDLAND AIRPARK,Non-Fatal,Substantial,Hughes,269C,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Wednesday,795,341,12856,81600
20020917X02619,Accident,1982-01-21,"BOISE, ID",United States,MIDLAND AIRPARK,Fatal(4),Destroyed,Cessna,P210N,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Thursday,22208,189,49394,5962
20020917X02467,Accident,1982-01-21,"NORTH KANSAS CI, MO",United States,MIDLAND AIRPARK,Fatal(1),Destroyed,Cessna,402A,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,Approach,1982,1,Thursday,22208,21,12856,5962
20020917X02399,Accident,1982-01-21,"15NM W. OPA LOC, FL",United States,OPA LOCKA WEST,Non-Fatal,Destroyed,Douglas,DC-3,No,2.0,Reciprocating,Unknown,0.0,0.0,2.0,0.0,VMC,Takeoff,1982,1,Thursday,254,32,12856,81600
20020917X02295,Accident,1982-01-21,"BAGDAD, AZ",United States,BAGDAD,Non-Fatal,Destroyed,Piper,PA-23-250,No,2.0,Reciprocating,Executive/corporate,0.0,1.0,2.0,0.0,IMC,Maneuvering,1982,1,Thursday,12020,311,550,5962
20020917X02260,Accident,1982-01-21,"10NM N. OF MCNA, AZ",United States,BAGDAD,Fatal(1),Destroyed,Piper,PA-28-235,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Thursday,12020,175,49394,5962
20020917X01762,Accident,1982-01-21,"NEW ALBANY, MS",United States,NEW ALBANY,Fatal(1),Destroyed,Grumman,AA-1,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Takeoff,1982,1,Thursday,1094,58,49394,5962
20020917X01749,Accident,1982-01-21,"MUSCLE SHOALS, AL",United States,MUSCLE SHOALS,Non-Fatal,Destroyed,Piper,PA-32,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,Approach,1982,1,Thursday,12020,59,49394,81600
20020917X01626,Accident,1982-01-21,"PORT GRAHAM, AK",United States,ENGLISH BAY,Non-Fatal,Destroyed,Cessna,207,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Landing,1982,1,Thursday,22208,178,12856,81600
20020917X01782,Accident,1982-01-21,"SHELL LAKE, WI",United States,SHELL LAKE,Non-Fatal,Substantial,Mooney,M-20,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,1982,1,Thursday,1092,6,49394,81600
20020917X02161,Accident,1982-01-21,"DOS PALOS, CA",United States,SPAIN-AIR AIRPORT,Non-Fatal,Substantial,Air Tractor,301,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1982,1,Thursday,595,19,12856,81600
20020917X02307,Accident,1982-01-22,"LANCASTER, CA",United States,SPAIN-AIR AIRPORT,Fatal(2),Destroyed,Sons Mustang,II,Yes,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Unknown,1982,1,Friday,1,40,12856,81600
20020917X01767,Incident,1982-01-22,"LOUISVILLE, KY",United States,STANDIFORD FIELD,Incident,Substantial,Dassault/sud,FALCON 20,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,VMC,Descent,1982,1,Friday,5,4,12856,81600
20020917X02171,Accident,1982-01-22,"CARSON CITY, NV",United States,CARSON CITY,Non-Fatal,Substantial,Cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Friday,22208,798,49394,81600
20020917X02578,Accident,1982-01-22,"NEAR KINGSTON, ID",United States,CARSON CITY,Non-Fatal,Substantial,Sikorsky,S-58J,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Maneuvering,1982,1,Friday,155,4,12856,81600
20020917X02622,Accident,1982-01-23,"LAPINE, OR",United States,CARSON CITY,Fatal(1),Destroyed,Cessna,172,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,IMC,Approach,1982,1,Saturday,22208,1755,49394,5962
20020917X02259,Accident,1982-01-23,"VICTORVILLE, CA",United States,CARSON CITY,Fatal(2),Destroyed,Mooney,M20C,No,1.0,Reciprocating,Personal,2.0,0.0,4.0,0.0,VMC,Unknown,1982,1,Saturday,1092,213,49394,81600
20020917X02000,Accident,1982-01-23,"HOBBS, NM",United States,CARSON CITY,Non-Fatal,Destroyed,Grumman,G-164A,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,1982,1,Saturday,1094,460,4710,81600
20020917X01909,Accident,1982-01-23,"BOSTON, MA",United States,BOSTON-LOGAN INTER'L,Fatal(2),Destroyed,Mcdonnell Douglas,DC-10-30,No,3.0,Turbo Fan,Unknown,2.0,4.0,24.0,182.0,IMC,Landing,1982,1,Saturday,520,32,12856,5962
20020917X01883,Accident,1982-01-23,"LONDON, OH",United States,BOSTON-LOGAN INTER'L,Fatal(1),Destroyed,Beech,A23A,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Saturday,4326,26,49394,5962
20020917X02426,Accident,1982-01-23,"TOPEKA, KS",United States,PHILLIP BILLARD,Non-Fatal,Substantial,Piper,PA-32-300,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Saturday,12020,356,49394,81600
20020917X02400,Accident,1982-01-23,"NEWPORT RICHEY, FL",United States,PHILLIP BILLARD,Non-Fatal,Substantial,Cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,1982,1,Saturday,22208,585,49394,81600
20020917X02400,Accident,1982-01-23,"NEWPORT RICHEY, FL",United States,PHILLIP BILLARD,Non-Fatal,Substantial,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,1982,1,Saturday,12020,213,49394,81600
20020917X02259,Accident,1982-01-23,"VICTORVILLE, CA",United States,PHILLIP BILLARD,Fatal(2),Substantial,Piper,PA-28-235,No,1.0,Reciprocating,Personal,2.0,0.0,4.0,0.0,VMC,Cruise,1982,1,Saturday,12020,175,49394,81600
20020917X02113,Accident,1982-01-23,"SAGINAW, TX",United States,OLIVER FARMS,Non-Fatal,Substantial,Cessna,150H,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,1982,1,Saturday,22208,245,49394,81600
20020917X01916,Accident,1982-01-23,"36 SW LARAMIE, WY",United States,OLIVER FARMS,Non-Fatal,Substantial,Bell/textron,206 L-1,No,1.0,Turbo Shaft,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Saturday,1,10,49394,81600
20020917X02162,Accident,1982-01-23,"WATSONVILLE, CA",United States,OLIVER FARMS,Non-Fatal,Substantial,Bell,47G-2,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982,1,Saturday,2133,89,12856,81600
20020917X02002,Accident,1982-01-23,"HOUSTON, TX",United States,WEISER,Non-Fatal,Substantial,Piper,PA-38-112,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,1.0,VMC,Go-around,1982,1,Saturday,12020,469,12856,81600
20020917X01990,Accident,1982-01-24,"LAREDO, TX",United States,LAREDO INTERNATIONAL,Fatal(7),Destroyed,Robertson,C-402B,No,2.0,Reciprocating,Personal,7.0,0.0,0.0,0.0,VMC,Approach,1982,1,Sunday,7,3,49394,81600
20020917X02563,Accident,1982-01-24,"TAUNTON, MA",United States,LAREDO INTERNATIONAL,Non-Fatal,Substantial,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,UNK,Approach,1982,1,Sunday,22208,1755,49394,854
20020917X02163,Accident,1982-01-24,"FLAGSTAFF, AZ",United States,PULLIAM FIELD,Non-Fatal,Substantial,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,1982,1,Sunday,22208,1755,49394,81600
20020917X01895,Accident,1982-01-24,"WHEELING, IL",United States,PAL WAUKEE,Non-Fatal,Substantial,Cessna,172RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Standing,1982,1,Sunday,22208,246,49394,81600
20020917X01661,Accident,1982-01-24,"ATHENS, GA",United States,ATHENS MUNICIPAL,Non-Fatal,Substantial,Cessna,177,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Descent,1982,1,Sunday,22208,296,4014,81600
20020917X01646,Accident,1982-01-25,"BETHEL, AK",United States,ATHENS MUNICIPAL,Fatal(2),Destroyed,Cessna,182M,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,Cruise,1982,1,Monday,22208,74,49394,854
20020917X01652,Accident,1982-01-25,"ANCHORAGE, AK",United States,SKY HARBOR/O'MALLEY,Non-Fatal,Substantial,Cessna,152II,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Descent,1982,1,Monday,22208,38,10596,81600
20020917X02123,Accident,1982-01-26,"MUSKOGEE, OK",United States,SKY HARBOR/O'MALLEY,Non-Fatal,Destroyed,Cessna,A188B,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,Maneuvering,1982,1,Tuesday,22208,318,4710,81600
20020917X02485,Accident,1982-01-26,"SUSSEX, NJ",United States,SUSSEX,Non-Fatal,Substantial,Piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Tuesday,12020,930,49394,81600
20020917X02430,Accident,1982-01-26,"LEE'S SUMMIT, MO",United States,MCCOMAS-LEES SUMMIT,Non-Fatal,Substantial,Cessna,172N,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Taxi,1982,1,Tuesday,22208,1164,10596,81600
20020917X02427,Accident,1982-01-26,"ESSEX, MO",United States,MCCOMAS-LEES SUMMIT,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Tuesday,22208,2367,10596,81600
20020917X01917,Accident,1982-01-26,"HAVRE, MT",United States,MCCOMAS-LEES SUMMIT,Non-Fatal,Substantial,Bellanca,7GCBC,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Takeoff,1982,1,Tuesday,886,279,4014,81600
20020917X01918,Accident,1982-01-26,"10MI. NW WALSEN, CO",United States,MCCOMAS-LEES SUMMIT,Non-Fatal,Substantial,Hughes,369D,No,1.0,Turbo Shaft,Unknown,0.0,0.0,2.0,2.0,VMC,Cruise,1982,1,Tuesday,795,252,12856,81600
20020917X02261,Accident,1982-01-27,"LAGUNITAS, CA",United States,MCCOMAS-LEES SUMMIT,Fatal(1),Destroyed,Bell,UH1B,Yes,1.0,Turbo Shaft,Unknown,1.0,0.0,0.0,0.0,VMC,Maneuvering,1982,1,Wednesday,2133,6,12856,81600
20020917X02491,Accident,1982-01-27,"ANSONIA, CT",United States,ANSONIA,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Wednesday,22208,2367,10596,81600
20020917X02164,Accident,1982-01-27,"LODI, CA",United States,KINGDON AIRPARK,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Wednesday,22208,2367,10596,81600
20020917X01925,Accident,1982-01-27,"BROOMFIELD, CO",United States,JEFFERSON COUNTY,Non-Fatal,Substantial,Cessna,172N,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Taxi,1982,1,Wednesday,22208,1164,10596,81600
20020917X01783,Accident,1982-01-27,"HOFFMAN, MN",United States,PRIVATE STRIP,Non-Fatal,Substantial,Aeronca,7BCM,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Wednesday,487,41,10596,81600
20020917X01742,Accident,1982-01-27,"CHARLOTTESVILLE, VA",United States,ALBEMARLE,Non-Fatal,Substantial,Piper,PA-38-112,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1982,1,Wednesday,12020,469,49394,81600
20020917X02325,Accident,1982-01-28,"LOS GATOS, CA",United States,ALBEMARLE,Fatal(1),Destroyed,Piper,28-151,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Thursday,12020,1,12856,5962
20020917X02579,Accident,1982-01-28,"SUNRIVER, OR",United States,SUNRIVER,Non-Fatal,Substantial,Cessna,340A,No,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,1982,1,Thursday,22208,117,10596,81600
20020917X02428,Accident,1982-01-28,"WENTZVILLE, MO",United States,WENTZVILLE,Non-Fatal,Substantial,Cessna,172H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1982,1,Thursday,22208,174,49394,81600
20020917X02165,Accident,1982-01-28,"FOWLER, CA",United States,TURNER FIELD,Non-Fatal,Substantial,Mooney,M20C,Yes,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Thursday,1092,213,4014,81600
20020917X02001,Accident,1982-01-28,"S. OF MORGAN CI, LA",United States,TURNER FIELD,Non-Fatal,Substantial,Cessna,A185F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,1982,1,Thursday,22208,285,4014,81600
20020917X01662,Accident,1982-01-28,"LOUISVILLE, KY",United States,TURNER FIELD,Non-Fatal,Substantial,Piper,PA-32-260,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Approach,1982,1,Thursday,12020,230,4014,81600
20020917X02468,Accident,1982-01-29,"5M E. GREENSBUR, KS",United States,TURNER FIELD,Fatal(1),Destroyed,Cessna,172N,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Friday,22208,1164,49394,5962
20020917X01768,Incident,1982-01-29,"ATLANTA, GA",United States,TURNER FIELD,Incident,Substantial,Beech,B200,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Cruise,1982,1,Friday,4326,47,550,81600
20020917X01758,Accident,1982-01-29,"DARLINGTON, SC",United States,TURNER FIELD,Fatal(1),Destroyed,Cessna,150,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,1982,1,Friday,22208,829,49394,81600
20020917X01919,Accident,1982-01-29,"NEAR GILLETE, WY",United States,TURNER FIELD,Non-Fatal,Substantial,Cessna,172,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Maneuvering,1982,1,Friday,22208,1755,12856,81600
20020917X02335,Incident,1982-01-30,"TRUCKEE, CA",United States,TRUCKEE TAHOE,Incident,Minor,Piper,PA-28R-201T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Saturday,12020,85,49394,81600
20020917X02166,Accident,1982-01-30,"AVALON, CA",United States,SANTA CATALINA,Non-Fatal,Destroyed,Mooney,M20J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Climb,1982,1,Saturday,1092,287,49394,81600
20020917X02313,Accident,1982-01-30,"OAKDALE, CA",United States,OAKDALE,Fatal(1),Substantial,Cessna,TR182,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,1982,1,Saturday,22208,111,49394,81600
20020917X02248,Accident,1982-01-30,"REDDING, CA",United States,BENTON AIRPORT,Non-Fatal,Substantial,Aeronca,7AC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,1982,1,Saturday,487,295,49394,81600
20020917X02168,Accident,1982-01-30,"ELKO, NV",United States,BENTON AIRPORT,Non-Fatal,Substantial,Cessna,177B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1982,1,Saturday,22208,160,49394,81600
20020917X02167,Accident,1982-01-30,"BIG BEAR, CA",United States,BIG BEAR CITY,Non-Fatal,Substantial,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,1982,1,Saturday,22208,1755,49394,81600
20020917X02003,Accident,1982-01-30,"BALD KNOB, AR",United States,BALD KNOB,Non-Fatal,Substantial,Cessna,140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,1982,1,Saturday,22208,402,10596,81600
20020917X01920,Accident,1982-01-30,"BRYCE CANYON, UT",United States,BRYCE CANYON,Non-Fatal,Substantial,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Saturday,22208,1755,49394,81600
20020917X01664,Accident,1982-01-30,"CONYERS, GA",United States,WHISPERING PINES,Non-Fatal,Substantial,Cessna,182L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Saturday,22208,79,49394,81600
20020917X01663,Accident,1982-01-30,"CUMBERLAND ISLA, GA",United States,CANDLER HIGHPOINT,Non-Fatal,Substantial,Cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,1982,1,Saturday,22208,1164,49394,81600
20020917X02580,Accident,1982-01-30,"SINCLAIR ISLAND, WA",United States,SINCLAIR ISLAND,Non-Fatal,Substantial,Cessna,172P,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,IMC,Landing,1982,1,Saturday,22208,689,12856,5962
20020917X02547,Accident,1982-01-31,"LAKE PLACID, NY",United States,LAKE PLACID,Non-Fatal,Substantial,Piper,PA-22,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,1982,1,Sunday,12020,199,49394,81600
20020917X02482,Accident,1982-01-31,"CALDWELL, NJ",United States,ESSEX COUNTY AIRPORT,Non-Fatal,Substantial,Cessna,150L,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,1982,1,Sunday,22208,461,10596,81600
20020917X02429,Accident,1982-01-31,"MALDEN, MO",United States,MALDEN MUNI,Non-Fatal,Substantial,Beech,36,No,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,IMC,Cruise,1982,1,Sunday,4326,61,4014,5962
20020917X02344,Accident,1982-01-31,"NEW PORT RICHEY, FL",United States,WEST PASCO,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1982,1,Sunday,22208,2367,49394,81600
20020917X02343,Accident,1982-01-31,"DELAND, FL",United States,DELAND MUNICIPAL,Non-Fatal,Substantial,Piper,PA-28-161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,1982,1,Sunday,12020,569,10596,81600
20020917X02169,Accident,1982-01-31,"EL CAJON, CA",United States,GRASS STRIP,Non-Fatal,Substantial,Cessna,180K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,1982,1,Sunday,22208,86,49394,81600
